Game Title,User Rating,Age Group Targeted, Price ,Platform,Release Year,Genre,User Review Text,Game Mode
Street Fighter V,37,Teens,47.39,Xbox,2021,Action,"Solid game, but too many bugs.",Offline
Super Mario Odyssey,34,Teens,48.59,PC,2014,Sports,"Great game, but the gameplay is amazing.",Online
Red Dead Redemption 2,30,All Ages,20.37,Nintendo Switch,2012,Strategy,"Disappointing game, but too many bugs.",Offline
The Legend of Zelda: Breath of the Wild,22,All Ages,23.57,Mobile,2023,Adventure,"Solid game, but the graphics could be better.",Online
Halo Infinite,26,All Ages,46.94,PlayStation,2012,Fighting,"Amazing game, but too many bugs.",Offline
Kingdom Hearts III,41,Kids,44.89,Xbox,2012,Adventure,"Solid game, but the gameplay is amazing.",Offline
Grand Theft Auto V,38,All Ages,56.57,Xbox,2012,RPG,"Disappointing game, but too many bugs.",Online
Hades,24,All Ages,39.05,Mobile,2023,Action,"Disappointing game, but too many bugs.",Offline
Super Smash Bros. Ultimate,48,Kids,59.65,PlayStation,2011,Strategy,"Solid game, but the graphics could be better.",Online
Fortnite,34,Adults,32.94,Xbox,2010,RPG,"Great game, but the gameplay is amazing.",Online
Minecraft,36,Adults,49.59,Nintendo Switch,2023,Adventure,"Solid game, but too many bugs.",Offline
Mario Kart 8 Deluxe,26,All Ages,20.80,PlayStation,2022,Adventure,"Disappointing game, but too many bugs.",Online
Minecraft,27,Teens,33.94,Nintendo Switch,2018,Adventure,"Amazing game, but too many bugs.",Offline
Kingdom Hearts III,39,All Ages,59.89,Mobile,2016,Fighting,"Amazing game, but too many bugs.",Offline
Among Us,37,Kids,55.41,Nintendo Switch,2014,Sports,"Disappointing game, but the graphics could be better.",Online
Just Dance 2024,31,Teens,23.86,Xbox,2012,Sports,"Great game, but the graphics could be better.",Online
Sid Meier’s Civilization VI,32,Kids,36.21,Mobile,2021,Adventure,"Great game, but the graphics could be better.",Offline
Minecraft,24,Kids,20.61,PC,2014,Simulation,"Amazing game, but the graphics could be better.",Online
Ghost of Tsushima,28,Adults,45.68,Xbox,2011,Strategy,"Disappointing game, but the graphics could be better.",Online
1000-Piece Puzzle,23,Adults,41.52,PC,2012,RPG,"Amazing game, but the gameplay is amazing.",Online
The Legend of Zelda: Breath of the Wild,28,Kids,52.08,Mobile,2013,Simulation,"Disappointing game, but too many bugs.",Online
FIFA 24,17,Adults,21.77,PC,2010,Sports,"Amazing game, but the graphics could be better.",Offline
Hitman 3,20,Adults,37.53,PC,2022,Shooter,"Disappointing game, but the graphics could be better.",Online
1000-Piece Puzzle,32,Teens,32.33,Mobile,2022,Action,"Amazing game, but the gameplay is amazing.",Offline
Ghost of Tsushima,33,Adults,49.12,PlayStation,2022,Adventure,"Amazing game, but too many bugs.",Online
1000-Piece Puzzle,20,Teens,21.76,PlayStation,2018,Strategy,"Disappointing game, but too many bugs.",Online
Super Smash Bros. Ultimate,23,Teens,31.13,PlayStation,2013,Party,"Amazing game, but too many bugs.",Offline
Bioshock Infinite,33,All Ages,55.93,PC,2014,Sports,"Great game, but too many bugs.",Offline
The Elder Scrolls V: Skyrim,43,Kids,55.41,PlayStation,2016,RPG,"Disappointing game, but the graphics could be better.",Offline
Bioshock Infinite,32,Adults,55.79,Xbox,2015,Fighting,"Great game, but too many bugs.",Online
1000-Piece Puzzle,28,Kids,21.33,Mobile,2021,Sports,"Disappointing game, but the gameplay is amazing.",Online
Super Mario Odyssey,22,All Ages,26.45,PC,2011,RPG,"Great game, but the graphics could be better.",Offline
Pokémon Scarlet & Violet,42,Teens,53.09,PlayStation,2015,RPG,"Great game, but the graphics could be better.",Offline
Overwatch 2,18,Teens,26.63,Nintendo Switch,2012,Shooter,"Solid game, but the graphics could be better.",Online
Rocket League,36,Adults,41.62,PlayStation,2016,Strategy,"Amazing game, but too many bugs.",Online
Hades,33,Adults,53.82,PlayStation,2023,Sports,"Disappointing game, but the graphics could be better.",Offline
Hades,43,Adults,53.13,PC,2023,RPG,"Great game, but the gameplay is amazing.",Offline
Pokémon Scarlet & Violet,24,Teens,23.29,Mobile,2021,RPG,"Disappointing game, but the graphics could be better.",Offline
Pillars of Eternity II: Deadfire,25,All Ages,21.72,PC,2018,Action,"Great game, but the graphics could be better.",Online
Portal 2,26,Teens,22.17,Xbox,2011,Simulation,"Disappointing game, but the gameplay is amazing.",Offline
The Elder Scrolls V: Skyrim,20,Adults,26.86,PC,2012,Fighting,"Great game, but the gameplay is amazing.",Offline
Tomb Raider (2013),42,Adults,57.06,Nintendo Switch,2018,RPG,"Solid game, but too many bugs.",Online
Grand Theft Auto V,23,Adults,26.06,Nintendo Switch,2019,Puzzle,"Disappointing game, but the gameplay is amazing.",Offline
Mario Kart 8 Deluxe,22,Adults,36.54,PlayStation,2011,Sports,"Great game, but the graphics could be better.",Offline
The Witcher 3: Wild Hunt,25,All Ages,25.68,Nintendo Switch,2015,Shooter,"Solid game, but the gameplay is amazing.",Offline
Counter-Strike: Global Offensive,30,Teens,52.34,Xbox,2019,RPG,"Solid game, but the gameplay is amazing.",Online
Minecraft,28,Teens,25.05,Mobile,2020,RPG,"Great game, but too many bugs.",Online
Super Smash Bros. Ultimate,28,Teens,50.73,Mobile,2013,Puzzle,"Amazing game, but too many bugs.",Online
Just Dance 2024,37,Kids,50.07,Nintendo Switch,2014,Party,"Great game, but the gameplay is amazing.",Online
Call of Duty: Modern Warfare 2,30,Kids,45.31,PC,2014,Adventure,"Amazing game, but the gameplay is amazing.",Offline
The Legend of Zelda: Breath of the Wild,40,Teens,59.40,PlayStation,2022,RPG,"Amazing game, but the graphics could be better.",Offline
Half-Life: Alyx,31,All Ages,44.07,PlayStation,2022,Action,"Disappointing game, but the gameplay is amazing.",Offline
The Legend of Zelda: Breath of the Wild,34,Kids,58.90,Mobile,2020,Fighting,"Solid game, but the gameplay is amazing.",Offline
Animal Crossing: New Horizons,26,Kids,46.50,Nintendo Switch,2015,Shooter,"Amazing game, but the graphics could be better.",Online
Stardew Valley,38,Teens,59.14,Nintendo Switch,2021,Fighting,"Great game, but the graphics could be better.",Online
FIFA 24,36,Kids,44.72,Xbox,2021,Puzzle,"Solid game, but the graphics could be better.",Offline
Fortnite,25,All Ages,31.88,Xbox,2013,Strategy,"Solid game, but the gameplay is amazing.",Offline
Kingdom Hearts III,28,Kids,30.14,PC,2021,Shooter,"Amazing game, but the graphics could be better.",Offline
Hitman 3,28,Teens,32.58,Mobile,2013,Party,"Amazing game, but the graphics could be better.",Offline
The Elder Scrolls V: Skyrim,12,Adults,23.07,PC,2019,Shooter,"Solid game, but the graphics could be better.",Offline
Portal 2,17,Kids,25.61,Xbox,2018,Shooter,"Amazing game, but too many bugs.",Offline
1000-Piece Puzzle,27,Teens,41.49,PlayStation,2022,Simulation,"Amazing game, but too many bugs.",Online
Just Dance 2024,24,Kids,27.26,Xbox,2017,Fighting,"Great game, but too many bugs.",Online
The Witcher 3: Wild Hunt,33,Teens,50.99,Xbox,2014,Simulation,"Great game, but the gameplay is amazing.",Online
Call of Duty: Modern Warfare 2,28,Teens,39.53,Nintendo Switch,2023,Fighting,"Amazing game, but the gameplay is amazing.",Offline
Stardew Valley,21,Adults,28.19,Mobile,2022,Simulation,"Great game, but the gameplay is amazing.",Online
Hitman 3,26,Adults,22.24,PlayStation,2019,Strategy,"Amazing game, but the graphics could be better.",Offline
Among Us,21,Adults,21.91,Nintendo Switch,2015,Simulation,"Great game, but the gameplay is amazing.",Offline
1000-Piece Puzzle,24,Kids,36.09,Mobile,2013,Adventure,"Solid game, but the graphics could be better.",Offline
The Elder Scrolls V: Skyrim,25,Teens,37.75,Nintendo Switch,2023,Strategy,"Amazing game, but too many bugs.",Online
Super Smash Bros. Ultimate,33,Teens,31.74,Xbox,2018,Adventure,"Solid game, but the graphics could be better.",Online
Call of Duty: Modern Warfare 2,32,Teens,40.05,Nintendo Switch,2022,RPG,"Amazing game, but too many bugs.",Offline
Street Fighter V,35,Kids,56.50,Mobile,2022,Sports,"Amazing game, but the gameplay is amazing.",Offline
Grand Theft Auto V,21,Adults,30.14,PlayStation,2019,Sports,"Solid game, but too many bugs.",Offline
The Witcher 3: Wild Hunt,32,Kids,30.30,Xbox,2013,Action,"Amazing game, but the gameplay is amazing.",Offline
The Sims 4,20,Teens,31.55,Nintendo Switch,2018,Sports,"Disappointing game, but the gameplay is amazing.",Online
The Elder Scrolls V: Skyrim,40,Adults,52.17,PlayStation,2015,Puzzle,"Solid game, but too many bugs.",Online
Minecraft,21,Teens,29.02,Mobile,2015,Fighting,"Solid game, but the graphics could be better.",Offline
Tomb Raider (2013),27,Teens,42.28,Xbox,2014,RPG,"Great game, but the graphics could be better.",Online
Tetris,38,Teens,43.61,Mobile,2015,Party,"Disappointing game, but too many bugs.",Offline
League of Legends,20,Kids,32.86,Nintendo Switch,2012,Party,"Disappointing game, but the graphics could be better.",Offline
Hitman 3,31,Teens,31.76,Mobile,2011,Shooter,"Solid game, but the graphics could be better.",Offline
FIFA 24,35,Kids,38.64,Nintendo Switch,2013,Party,"Solid game, but the graphics could be better.",Online
Super Smash Bros. Ultimate,43,All Ages,58.39,Mobile,2019,Party,"Disappointing game, but the graphics could be better.",Offline
Bioshock Infinite,27,Adults,36.47,PlayStation,2014,Simulation,"Great game, but the gameplay is amazing.",Offline
Pokémon Scarlet & Violet,27,Kids,26.31,PlayStation,2013,Fighting,"Great game, but too many bugs.",Offline
Kingdom Hearts III,33,Kids,41.28,PlayStation,2019,Strategy,"Great game, but the graphics could be better.",Offline
Kingdom Hearts III,46,Adults,59.73,Nintendo Switch,2015,Simulation,"Great game, but too many bugs.",Offline
Tomb Raider (2013),38,Kids,43.12,PlayStation,2010,RPG,"Amazing game, but too many bugs.",Online
The Elder Scrolls V: Skyrim,36,Teens,49.59,PlayStation,2019,Shooter,"Solid game, but the graphics could be better.",Offline
Cuphead,24,Kids,24.47,Xbox,2013,Strategy,"Solid game, but too many bugs.",Offline
Ghost of Tsushima,38,Teens,51.44,Xbox,2016,Simulation,"Solid game, but too many bugs.",Online
Animal Crossing: New Horizons,32,Kids,30.84,PC,2021,Action,"Disappointing game, but too many bugs.",Online
Spelunky 2,25,Kids,24.31,PlayStation,2016,RPG,"Disappointing game, but the graphics could be better.",Online
Half-Life: Alyx,31,All Ages,34.95,PC,2010,Fighting,"Great game, but too many bugs.",Online
Super Smash Bros. Ultimate,28,Teens,29.42,Mobile,2012,Fighting,"Amazing game, but the gameplay is amazing.",Online
Sid Meier’s Civilization VI,42,All Ages,58.32,Xbox,2015,Adventure,"Solid game, but the graphics could be better.",Online
Spelunky 2,24,Teens,37.71,PC,2010,Party,"Solid game, but too many bugs.",Offline
The Sims 4,36,Kids,41.38,Nintendo Switch,2014,Shooter,"Great game, but the graphics could be better.",Offline
Call of Duty: Modern Warfare 2,19,Adults,25.54,Xbox,2017,Simulation,"Great game, but too many bugs.",Online
Animal Crossing: New Horizons,28,Teens,36.90,PlayStation,2015,RPG,"Disappointing game, but too many bugs.",Online
The Witcher 3: Wild Hunt,19,Kids,29.38,Xbox,2022,Shooter,"Solid game, but the graphics could be better.",Offline
Stardew Valley,26,All Ages,20.97,PC,2022,Sports,"Great game, but the gameplay is amazing.",Offline
Bioshock Infinite,41,Teens,52.58,PC,2015,RPG,"Great game, but too many bugs.",Offline
Fall Guys,31,Teens,28.02,Nintendo Switch,2015,Strategy,"Solid game, but too many bugs.",Offline
Pokémon Scarlet & Violet,33,Adults,58.48,Nintendo Switch,2010,Puzzle,"Amazing game, but too many bugs.",Offline
Pillars of Eternity II: Deadfire,39,Kids,51.78,Nintendo Switch,2017,Shooter,"Great game, but too many bugs.",Offline
Kingdom Hearts III,26,Kids,21.24,Nintendo Switch,2016,Party,"Great game, but the graphics could be better.",Offline
1000-Piece Puzzle,26,Teens,21.31,Mobile,2013,Adventure,"Great game, but too many bugs.",Offline
Kingdom Hearts III,29,Teens,49.93,PC,2021,Sports,"Amazing game, but the gameplay is amazing.",Online
Super Mario Odyssey,18,Teens,25.06,PlayStation,2023,Simulation,"Amazing game, but too many bugs.",Online
The Sims 4,26,Teens,33.31,Nintendo Switch,2012,Party,"Amazing game, but the gameplay is amazing.",Online
Fortnite,32,Teens,44.99,PC,2022,Adventure,"Great game, but too many bugs.",Online
Super Mario Odyssey,26,Teens,38.34,Nintendo Switch,2010,Simulation,"Solid game, but the gameplay is amazing.",Online
Sid Meier’s Civilization VI,37,Adults,55.36,PlayStation,2011,Shooter,"Disappointing game, but the graphics could be better.",Online
The Witcher 3: Wild Hunt,45,Kids,54.28,Xbox,2010,Sports,"Disappointing game, but too many bugs.",Offline
Pokémon Scarlet & Violet,30,Kids,39.37,Mobile,2022,Puzzle,"Great game, but too many bugs.",Online
Red Dead Redemption 2,36,Teens,54.59,Xbox,2015,Action,"Amazing game, but too many bugs.",Offline
Super Smash Bros. Ultimate,30,Kids,35.53,Nintendo Switch,2014,Action,"Disappointing game, but the gameplay is amazing.",Offline
The Legend of Zelda: Breath of the Wild,35,Teens,51.32,Mobile,2013,RPG,"Solid game, but the gameplay is amazing.",Online
Minecraft,42,Kids,51.29,PlayStation,2014,Fighting,"Amazing game, but the graphics could be better.",Offline
Overwatch 2,20,Kids,31.96,PC,2012,Action,"Solid game, but the gameplay is amazing.",Offline
Tekken 7,16,All Ages,22.95,Mobile,2011,RPG,"Great game, but the gameplay is amazing.",Offline
Spelunky 2,32,Kids,39.27,PlayStation,2011,Strategy,"Amazing game, but the gameplay is amazing.",Offline
Halo Infinite,30,All Ages,48.15,PlayStation,2013,Strategy,"Amazing game, but the graphics could be better.",Online
Pillars of Eternity II: Deadfire,27,All Ages,22.50,Nintendo Switch,2014,Action,"Disappointing game, but the gameplay is amazing.",Offline
Super Smash Bros. Ultimate,43,All Ages,57.08,Nintendo Switch,2022,Adventure,"Amazing game, but the gameplay is amazing.",Online
Half-Life: Alyx,40,Adults,54.07,PlayStation,2021,RPG,"Great game, but too many bugs.",Online
Tetris,37,Adults,58.07,Mobile,2012,Party,"Disappointing game, but too many bugs.",Online
Pokémon Scarlet & Violet,19,Kids,27.09,Xbox,2021,Sports,"Disappointing game, but too many bugs.",Offline
FIFA 24,28,All Ages,43.59,Mobile,2019,Fighting,"Disappointing game, but too many bugs.",Online
Hades,35,Adults,41.28,Mobile,2013,Adventure,"Solid game, but too many bugs.",Online
1000-Piece Puzzle,20,All Ages,38.76,PlayStation,2021,RPG,"Amazing game, but too many bugs.",Online
Rocket League,44,Kids,54.47,Mobile,2011,RPG,"Solid game, but the graphics could be better.",Online
Cuphead,31,Adults,27.80,Nintendo Switch,2023,Simulation,"Disappointing game, but the gameplay is amazing.",Offline
Grand Theft Auto V,16,All Ages,29.71,PC,2019,Strategy,"Disappointing game, but the gameplay is amazing.",Online
Overwatch 2,18,Adults,26.60,Xbox,2019,RPG,"Great game, but the graphics could be better.",Offline
Hitman 3,19,Kids,20.40,PC,2018,Fighting,"Solid game, but the gameplay is amazing.",Online
1000-Piece Puzzle,28,Teens,43.20,PlayStation,2017,Adventure,"Great game, but the graphics could be better.",Online
Pokémon Scarlet & Violet,28,Teens,23.11,Xbox,2017,Adventure,"Disappointing game, but the gameplay is amazing.",Offline
The Elder Scrolls V: Skyrim,29,Adults,26.97,Mobile,2013,Puzzle,"Amazing game, but the gameplay is amazing.",Offline
Call of Duty: Modern Warfare 2,33,Kids,33.91,Xbox,2021,RPG,"Solid game, but the graphics could be better.",Online
Just Dance 2024,36,All Ages,51.86,Nintendo Switch,2019,Puzzle,"Solid game, but the graphics could be better.",Online
Tetris,33,Kids,30.64,Xbox,2010,Sports,"Disappointing game, but the gameplay is amazing.",Online
Stardew Valley,37,All Ages,38.71,Nintendo Switch,2021,Puzzle,"Amazing game, but too many bugs.",Offline
1000-Piece Puzzle,34,Adults,40.80,PC,2022,Action,"Solid game, but too many bugs.",Online
Bioshock Infinite,34,Kids,41.95,Mobile,2011,Shooter,"Great game, but the graphics could be better.",Offline
League of Legends,25,Teens,34.25,Mobile,2017,Puzzle,"Amazing game, but too many bugs.",Online
Animal Crossing: New Horizons,22,Teens,27.60,Mobile,2014,Action,"Great game, but too many bugs.",Offline
Mario Kart 8 Deluxe,40,Adults,59.61,PC,2011,Adventure,"Great game, but too many bugs.",Online
Minecraft,34,Adults,33.95,PlayStation,2020,Action,"Disappointing game, but too many bugs.",Online
Minecraft,16,Adults,23.55,PC,2015,Action,"Amazing game, but too many bugs.",Online
Tetris,27,Adults,31.36,Xbox,2011,Shooter,"Amazing game, but the gameplay is amazing.",Online
League of Legends,18,All Ages,24.43,PC,2018,Adventure,"Great game, but too many bugs.",Online
Rocket League,22,Teens,32.46,PlayStation,2018,Sports,"Solid game, but the gameplay is amazing.",Offline
Minecraft,35,All Ages,36.07,PC,2018,RPG,"Disappointing game, but the gameplay is amazing.",Online
Super Mario Odyssey,33,Kids,32.68,PlayStation,2022,Shooter,"Great game, but the graphics could be better.",Offline
Spelunky 2,28,Kids,44.26,PlayStation,2011,Party,"Great game, but the graphics could be better.",Online
Grand Theft Auto V,30,Adults,41.72,Xbox,2010,Adventure,"Disappointing game, but the gameplay is amazing.",Offline
Pillars of Eternity II: Deadfire,34,Adults,44.25,Nintendo Switch,2012,Sports,"Amazing game, but the graphics could be better.",Online
Super Mario Odyssey,21,Adults,24.42,PC,2014,Puzzle,"Great game, but the gameplay is amazing.",Online
Counter-Strike: Global Offensive,26,Teens,29.79,Xbox,2011,Sports,"Amazing game, but too many bugs.",Offline
The Sims 4,34,Adults,59.85,Nintendo Switch,2014,Adventure,"Solid game, but the gameplay is amazing.",Offline
Pillars of Eternity II: Deadfire,30,All Ages,41.26,Xbox,2011,Party,"Amazing game, but the graphics could be better.",Online
Tekken 7,26,Teens,34.83,PC,2020,Strategy,"Solid game, but the graphics could be better.",Online
Spelunky 2,40,All Ages,48.67,PC,2017,Adventure,"Great game, but too many bugs.",Online
Fall Guys,27,Kids,24.51,PC,2015,Adventure,"Amazing game, but the gameplay is amazing.",Offline
Mario Kart 8 Deluxe,29,Teens,31.56,Nintendo Switch,2022,Shooter,"Amazing game, but too many bugs.",Offline
Half-Life: Alyx,24,All Ages,40.22,Nintendo Switch,2012,Adventure,"Amazing game, but the graphics could be better.",Online
Overwatch 2,40,All Ages,57.82,PlayStation,2020,Shooter,"Amazing game, but the graphics could be better.",Offline
League of Legends,45,Kids,59.19,PC,2022,Adventure,"Great game, but too many bugs.",Online
Portal 2,25,Teens,24.46,PlayStation,2018,Simulation,"Amazing game, but the gameplay is amazing.",Offline
Tomb Raider (2013),26,Kids,38.26,PC,2010,Action,"Amazing game, but too many bugs.",Offline
Halo Infinite,15,Teens,21.86,PlayStation,2019,Strategy,"Disappointing game, but the graphics could be better.",Offline
Overwatch 2,32,Teens,34.66,Xbox,2014,Fighting,"Solid game, but too many bugs.",Offline
Super Smash Bros. Ultimate,37,All Ages,50.13,PC,2014,Fighting,"Amazing game, but the gameplay is amazing.",Offline
Spelunky 2,21,All Ages,28.34,PC,2010,Action,"Amazing game, but the gameplay is amazing.",Online
Fall Guys,29,Adults,42.05,PC,2014,Strategy,"Disappointing game, but the graphics could be better.",Offline
Spelunky 2,30,Adults,31.18,Mobile,2015,Shooter,"Great game, but the graphics could be better.",Online
Red Dead Redemption 2,36,Kids,52.87,Xbox,2019,Fighting,"Amazing game, but the graphics could be better.",Online
Tekken 7,27,Kids,40.24,Nintendo Switch,2010,Sports,"Great game, but the gameplay is amazing.",Online
Overwatch 2,27,Kids,49.57,Nintendo Switch,2022,Party,"Disappointing game, but the gameplay is amazing.",Online
Kingdom Hearts III,40,Teens,43.23,PlayStation,2016,Puzzle,"Disappointing game, but the gameplay is amazing.",Online
Red Dead Redemption 2,35,Kids,35.15,Nintendo Switch,2019,Sports,"Great game, but the graphics could be better.",Online
Overwatch 2,36,Teens,45.53,PC,2023,Shooter,"Disappointing game, but the gameplay is amazing.",Online
Spelunky 2,28,Teens,47.76,PlayStation,2012,Strategy,"Great game, but too many bugs.",Offline
1000-Piece Puzzle,36,All Ages,51.48,PC,2014,Shooter,"Solid game, but the gameplay is amazing.",Online
Call of Duty: Modern Warfare 2,30,All Ages,31.15,PC,2023,RPG,"Great game, but the graphics could be better.",Online
Portal 2,30,Teens,53.79,Xbox,2015,RPG,"Amazing game, but the graphics could be better.",Offline
Animal Crossing: New Horizons,28,All Ages,33.63,Mobile,2013,Strategy,"Amazing game, but the graphics could be better.",Offline
Red Dead Redemption 2,40,Adults,42.56,Nintendo Switch,2021,Simulation,"Solid game, but the graphics could be better.",Offline
Rocket League,41,Adults,44.20,Xbox,2023,Shooter,"Disappointing game, but too many bugs.",Offline
Red Dead Redemption 2,24,Adults,34.75,Nintendo Switch,2022,Simulation,"Amazing game, but the gameplay is amazing.",Offline
Pillars of Eternity II: Deadfire,27,Adults,49.06,PC,2020,Party,"Amazing game, but the graphics could be better.",Offline
Call of Duty: Modern Warfare 2,41,Kids,54.79,PC,2018,Simulation,"Great game, but the graphics could be better.",Online
The Legend of Zelda: Breath of the Wild,41,Teens,48.13,PC,2014,Sports,"Great game, but too many bugs.",Online
Pokémon Scarlet & Violet,20,Kids,36.01,Xbox,2013,Strategy,"Amazing game, but too many bugs.",Online
FIFA 24,30,Adults,33.58,Mobile,2014,Fighting,"Great game, but the graphics could be better.",Offline
Bioshock Infinite,44,All Ages,58.58,Nintendo Switch,2019,Shooter,"Amazing game, but the gameplay is amazing.",Online
Call of Duty: Modern Warfare 2,40,Adults,55.55,Mobile,2014,Fighting,"Great game, but too many bugs.",Offline
Halo Infinite,17,Teens,25.26,Xbox,2011,Sports,"Disappointing game, but the gameplay is amazing.",Online
Mario Kart 8 Deluxe,22,Teens,24.27,Xbox,2021,Puzzle,"Amazing game, but too many bugs.",Online
Bioshock Infinite,15,Teens,28.61,PC,2013,Action,"Amazing game, but the gameplay is amazing.",Online
Pillars of Eternity II: Deadfire,32,All Ages,50.52,PC,2016,Simulation,"Great game, but too many bugs.",Offline
Tetris,38,Teens,45.01,Xbox,2021,Puzzle,"Amazing game, but too many bugs.",Offline
Pokémon Scarlet & Violet,27,Teens,38.60,PC,2020,Sports,"Amazing game, but too many bugs.",Online
Animal Crossing: New Horizons,22,Teens,27.28,PC,2010,Strategy,"Great game, but the gameplay is amazing.",Online
Half-Life: Alyx,28,All Ages,20.49,Mobile,2010,Sports,"Solid game, but the gameplay is amazing.",Offline
Tomb Raider (2013),18,All Ages,22.10,Mobile,2014,Puzzle,"Amazing game, but too many bugs.",Offline
Tetris,27,Teens,39.84,Mobile,2016,Action,"Solid game, but the graphics could be better.",Offline
Mario Kart 8 Deluxe,24,All Ages,41.64,Mobile,2015,Puzzle,"Great game, but the gameplay is amazing.",Online
The Legend of Zelda: Breath of the Wild,21,Adults,39.90,PC,2014,Adventure,"Amazing game, but too many bugs.",Offline
Half-Life: Alyx,37,Adults,48.00,Nintendo Switch,2018,Party,"Great game, but the gameplay is amazing.",Online
Street Fighter V,30,All Ages,50.67,PC,2019,Strategy,"Amazing game, but the gameplay is amazing.",Online
Sid Meier’s Civilization VI,22,Adults,38.81,Xbox,2022,Puzzle,"Disappointing game, but the graphics could be better.",Offline
Tekken 7,23,Adults,33.92,Mobile,2014,Simulation,"Solid game, but the graphics could be better.",Offline
Counter-Strike: Global Offensive,35,Kids,42.90,Mobile,2019,Action,"Amazing game, but the gameplay is amazing.",Online
Super Mario Odyssey,13,Teens,21.40,Nintendo Switch,2017,Action,"Disappointing game, but the gameplay is amazing.",Online
Overwatch 2,28,Teens,45.45,PlayStation,2016,Simulation,"Disappointing game, but too many bugs.",Offline
Sid Meier’s Civilization VI,18,Kids,20.78,Mobile,2013,Puzzle,"Amazing game, but the gameplay is amazing.",Online
Super Mario Odyssey,32,Kids,41.49,Nintendo Switch,2019,Simulation,"Amazing game, but the gameplay is amazing.",Online
Cuphead,19,Adults,36.01,Mobile,2013,RPG,"Solid game, but the graphics could be better.",Offline
Counter-Strike: Global Offensive,20,Kids,28.40,Nintendo Switch,2017,Action,"Solid game, but too many bugs.",Offline
Sid Meier’s Civilization VI,33,All Ages,36.10,PlayStation,2012,Simulation,"Solid game, but the graphics could be better.",Offline
Counter-Strike: Global Offensive,29,Kids,32.13,PlayStation,2016,Simulation,"Solid game, but the gameplay is amazing.",Online
Just Dance 2024,35,Adults,38.32,Nintendo Switch,2017,Adventure,"Solid game, but too many bugs.",Offline
Super Smash Bros. Ultimate,32,All Ages,50.71,PC,2016,Sports,"Disappointing game, but too many bugs.",Offline
League of Legends,23,All Ages,41.55,Mobile,2016,Puzzle,"Solid game, but the graphics could be better.",Online
Tetris,22,All Ages,20.14,PlayStation,2011,Action,"Solid game, but the graphics could be better.",Online
FIFA 24,19,Kids,20.18,Nintendo Switch,2011,Action,"Solid game, but the gameplay is amazing.",Offline
Just Dance 2024,21,Adults,30.04,PC,2014,Party,"Amazing game, but the graphics could be better.",Offline
Half-Life: Alyx,25,Kids,32.81,Mobile,2019,Fighting,"Solid game, but the gameplay is amazing.",Online
Just Dance 2024,27,All Ages,51.92,Xbox,2012,Simulation,"Solid game, but too many bugs.",Offline
Ghost of Tsushima,43,All Ages,55.07,Xbox,2020,RPG,"Disappointing game, but the graphics could be better.",Online
Street Fighter V,42,Adults,52.93,Xbox,2010,Strategy,"Solid game, but the gameplay is amazing.",Offline
Ghost of Tsushima,31,Adults,58.63,PC,2015,RPG,"Great game, but the graphics could be better.",Online
Counter-Strike: Global Offensive,39,Kids,54.83,PlayStation,2011,RPG,"Great game, but the graphics could be better.",Offline
Ghost of Tsushima,22,Kids,26.38,PC,2013,RPG,"Amazing game, but too many bugs.",Online
Fortnite,24,Kids,37.05,PlayStation,2018,Fighting,"Disappointing game, but the graphics could be better.",Offline
Portal 2,41,Adults,55.37,PlayStation,2022,Party,"Disappointing game, but the gameplay is amazing.",Online
Super Smash Bros. Ultimate,21,Kids,36.03,PC,2015,Simulation,"Amazing game, but the graphics could be better.",Online
Halo Infinite,24,Teens,42.35,PC,2023,Simulation,"Disappointing game, but the gameplay is amazing.",Online
Minecraft,22,All Ages,25.66,PC,2021,Simulation,"Disappointing game, but the graphics could be better.",Offline
Stardew Valley,30,Adults,45.23,PlayStation,2022,Fighting,"Disappointing game, but too many bugs.",Offline
Portal 2,36,Teens,51.69,PlayStation,2013,Puzzle,"Solid game, but the graphics could be better.",Offline
Minecraft,24,All Ages,23.65,Nintendo Switch,2023,Party,"Amazing game, but the graphics could be better.",Offline
Bioshock Infinite,28,Kids,33.63,PC,2017,Party,"Amazing game, but the gameplay is amazing.",Offline
Sid Meier’s Civilization VI,31,Teens,55.95,Mobile,2018,Adventure,"Great game, but the graphics could be better.",Offline
Bioshock Infinite,28,All Ages,44.67,Nintendo Switch,2012,Strategy,"Solid game, but too many bugs.",Online
Tomb Raider (2013),30,Adults,39.58,PC,2018,Fighting,"Solid game, but too many bugs.",Online
The Legend of Zelda: Breath of the Wild,28,Kids,28.67,PC,2016,Party,"Disappointing game, but too many bugs.",Offline
Counter-Strike: Global Offensive,41,Teens,58.75,Xbox,2010,Fighting,"Disappointing game, but the gameplay is amazing.",Online
Cuphead,38,Teens,48.16,Nintendo Switch,2023,Party,"Great game, but too many bugs.",Online
Fall Guys,19,Kids,25.71,Nintendo Switch,2016,RPG,"Solid game, but too many bugs.",Offline
Grand Theft Auto V,31,Teens,42.64,PC,2019,Party,"Solid game, but the gameplay is amazing.",Offline
The Sims 4,32,Teens,49.17,Mobile,2023,Adventure,"Amazing game, but the gameplay is amazing.",Online
Ghost of Tsushima,37,Adults,54.47,Mobile,2021,Shooter,"Disappointing game, but the gameplay is amazing.",Offline
Tomb Raider (2013),25,Teens,29.28,Xbox,2016,Party,"Solid game, but the gameplay is amazing.",Offline
